	category	context	id	location	location_subtype	location_type	month	outcome_status	persistent_id
465	burglary		66579551	{'latitude': '52.627933', 'street': {'id': 883416, 'name': 'On or near Parking Area'}, 'longitude': '-1.139691'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	98c6f4d22e69523922b8c2b57a49a354e252bbacea3bb1bd0b2f3cd459c15929
466	burglary		66573764	{'latitude': '52.627744', 'street': {'id': 883202, 'name': 'On or near Mandora Lane'}, 'longitude': '-1.118922'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	e6507553b2c51ed313b4a9fcb15840b6b5e96e857b5d30b0ebdc1bf2e7acfd9c
467	burglary		66577362	{'latitude': '52.627450', 'street': {'id': 883050, 'name': 'On or near Myrtle Road'}, 'longitude': '-1.111969'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	02d01c8c75f7d7900cdbbfb6515253a5c3abca951aaa055face552a9aac32b74
468	burglary		66581869	{'latitude': '52.623341', 'street': {'id': 882285, 'name': 'On or near Ivy Road'}, 'longitude': '-1.152441'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	de585d8e97796b6533355b79fe0c0bc3b4a898654c0fb628899442b5fc23918c
469	burglary		66574761	{'latitude': '52.626895', 'street': {'id': 882308, 'name': 'On or near Rydal Street'}, 'longitude': '-1.141558'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	ab63be3b16edcd90c73bf0361fbc069e32ba724d5be11037ee3cfa4eaa682ab7
470	burglary		66580888	{'latitude': '52.633145', 'street': {'id': 883365, 'name': 'On or near Granby Street'}, 'longitude': '-1.129511'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	d818798a8dedafcde634dbac5652e5a81ec1367b3ef77a067b9b8cc5bb670a10
471	burglary		66580791	{'latitude': '52.635121', 'street': {'id': 883430, 'name': 'On or near High Street'}, 'longitude': '-1.139077'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	ff0fa0be0d8a3319fca068d54462c0d7624dfd0e16e8a6efc63cbc4b869fafb5
472	burglary		66580579	{'latitude': '52.635488', 'street': {'id': 883480, 'name': 'On or near Rivers Street'}, 'longitude': '-1.147640'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	2deab1bb4537e3a900240bd6d2399681cbe6914073ecf6d8901cc1345902618a
473	burglary		66580783	{'latitude': '52.630684', 'street': {'id': 883373, 'name': 'On or near Dunkirk Street'}, 'longitude': '-1.128659'}		Force	2018-07	{'category': 'Unable to prosecute suspect', 'date': '2018-07'}	eee56e707a256e5c318b96c79dbdbf2e62442b0597e4c6e2fc304664cae1bda3
474	burglary		66578248	{'latitude': '52.634049', 'street': {'id': 883378, 'name': 'On or near Colton Street'}, 'longitude': '-1.127765'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	aa0b782d418ad691f072a43f5e16b29694e077db452f3fac8c5e6741ac814e93
475	burglary		66574521	{'latitude': '52.632887', 'street': {'id': 883388, 'name': 'On or near Belvoir Street'}, 'longitude': '-1.131127'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	a1d6dc4d60c319434296fe755a7e18f7120d1c2c0761dda401f82cae4e76c1bf
476	burglary		66579589	{'latitude': '52.627396', 'street': {'id': 883417, 'name': 'On or near Ullswater Street'}, 'longitude': '-1.141238'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	ab155bde08612e48a8e209065344ba2b1ad9524999469ded366ddd3f4c49256d
477	burglary		66575727	{'latitude': '52.634324', 'street': {'id': 883326, 'name': 'On or near St Martins'}, 'longitude': '-1.135916'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	dff800818773af5434e4df954a0327058cd4455c87457f43a004aaab02baebfa
478	burglary		66581217	{'latitude': '52.631166', 'street': {'id': 883520, 'name': 'On or near Braunstone Gate'}, 'longitude': '-1.145493'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	10d87990868c949b0af2805d30da8b90c2cc7d671dca5db72dfb77e449dda73e
479	burglary		66573934	{'latitude': '52.632727', 'street': {'id': 883339, 'name': 'On or near Newport Place'}, 'longitude': '-1.127688'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	b1ace2930f697a33111886f1e9c57a193a7c5c15b94df0e9d77f4f12129db406
480	burglary		66580066	{'latitude': '52.633201', 'street': {'id': 883506, 'name': 'On or near Fosse Road Central'}, 'longitude': '-1.152132'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	ac8d012d18cd2282545c2d6c0a6c0e9474b06b635afc5eed0b8934843a0ceb72
481	burglary		66580784	{'latitude': '52.630521', 'street': {'id': 883492, 'name': 'On or near Luther Street'}, 'longitude': '-1.151977'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	02fd874eb754b9c2d7121f3fcb5ab121525eee89d7af381cffcab3b57dd5ef76
482	criminal-damage-arson		66580689	{'latitude': '52.639138', 'street': {'id': 883355, 'name': 'On or near Junior Street'}, 'longitude': '-1.137683'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	a64a82435c6bf905da646217aed6576cfdf000a94afe1e82813ebc2573570858
483	criminal-damage-arson		66574762	{'latitude': '52.629543', 'street': {'id': 883270, 'name': 'On or near Nelson Street'}, 'longitude': '-1.125032'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	69c0058cd919b4cdae84df9b0171d4e419cb5bb26632036b98a2507f2a003749
484	criminal-damage-arson		66574954	{'latitude': '52.637744', 'street': {'id': 883499, 'name': 'On or near Jarvis Street'}, 'longitude': '-1.142616'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	fea8f6716e30582968016ebf8855a8c27a408767163b7d9f7a9bd959cbe1e51f
485	criminal-damage-arson		66575660	{'latitude': '52.633145', 'street': {'id': 883365, 'name': 'On or near Granby Street'}, 'longitude': '-1.129511'}		Force	2018-07	{'category': 'Awaiting court outcome', 'date': '2018-07'}	62a13500d4d713fc6cc0c9268bde8706e5c73f01d32325f8700235336bbbf65d
486	criminal-damage-arson		66575659	{'latitude': '52.627979', 'street': {'id': 883199, 'name': 'On or near Victoria Avenue'}, 'longitude': '-1.120277'}		Force	2018-07	{'category': 'Awaiting court outcome', 'date': '2018-07'}	710c7145302f0d464706523de108dd5325f478e260f5d401e851de59dc16f02a
487	criminal-damage-arson		66575050	{'latitude': '52.635121', 'street': {'id': 883430, 'name': 'On or near High Street'}, 'longitude': '-1.139077'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	f1e5a1e10f3151efdf6f0c9c8791ab20587bfcba3b8436343604b7a3b0ec5f75
488	criminal-damage-arson		66575645	{'latitude': '52.622751', 'street': {'id': 882299, 'name': 'On or near Bisley Street'}, 'longitude': '-1.150355'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	7c983e6e25260826127f312623dcbbc63e09c9c97ba683735b66d0f24cc01ef9
489	criminal-damage-arson		66574569	{'latitude': '52.633007', 'street': {'id': 883386, 'name': 'On or near Bowling Green Street'}, 'longitude': '-1.132839'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	b3d281837e9b013906799584ec228986b978ab371d19d946ad4eec763cdb5ee3
490	criminal-damage-arson		66574635	{'latitude': '52.637744', 'street': {'id': 883499, 'name': 'On or near Jarvis Street'}, 'longitude': '-1.142616'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	48a0eabf794bdf13e503edeed2792f2f782a896df57e2f98d6a84abeb6b1ef3d
491	criminal-damage-arson		66575249	{'latitude': '52.628075', 'street': {'id': 883046, 'name': 'On or near St Stephens Road'}, 'longitude': '-1.113804'}		Force	2018-07	{'category': 'Awaiting court outcome', 'date': '2018-07'}	af57244d2772a1fd01db8f033692862d189c2413f59a49c64e4d412164fbb42c
492	criminal-damage-arson		66575258	{'latitude': '52.627450', 'street': {'id': 883050, 'name': 'On or near Myrtle Road'}, 'longitude': '-1.111969'}		Force	2018-07	{'category': 'Awaiting court outcome', 'date': '2018-07'}	c1331ad497f89a70994b8ed045da77ba03024bb3a772836a0f2b10b1cca43752
493	criminal-damage-arson		66575263	{'latitude': '52.635767', 'street': {'id': 883291, 'name': 'On or near High Street'}, 'longitude': '-1.135267'}		Force	2018-07	{'category': 'Unable to prosecute suspect', 'date': '2018-07'}	3f52f2d41c0196229712d10074b96afac632c2a95d9f5550cc46beb50407ca24
494	criminal-damage-arson		66575901	{'latitude': '52.634379', 'street': {'id': 883398, 'name': 'On or near Nightclub'}, 'longitude': '-1.132294'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	4d1fdf9431213624db26c3dc16278e54d8e8f8a3c51dc741dda2bf0775a61306
495	criminal-damage-arson		66575636	{'latitude': '52.636721', 'street': {'id': 883359, 'name': 'On or near Haymarket'}, 'longitude': '-1.132898'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	9e8ef661150bde01702af1b32df03271fda982ee01e652611c7f550f03268462
496	criminal-damage-arson		66575632	{'latitude': '52.615943', 'street': {'id': 882342, 'name': 'On or near Euston Street'}, 'longitude': '-1.132600'}		Force	2018-07	{'category': 'Awaiting court outcome', 'date': '2018-07'}	da06acdfcca7adaf825d8a723c32115d1491c619b46f9c32eb299b7b380505a8
497	criminal-damage-arson		66575607	{'latitude': '52.624661', 'street': {'id': 882419, 'name': 'On or near St James Terrace'}, 'longitude': '-1.114094'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	92557b20430368ed685c862375e6deb1f97c4e07637514368ad284dc2a2a40d4
498	criminal-damage-arson		66575351	{'latitude': '52.631628', 'street': {'id': 883383, 'name': 'On or near Calais Street'}, 'longitude': '-1.128581'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	7bd1773067c59533974626e1b952a9ae2c3cb485e5057e08fa709434c7e0c5fb
499	criminal-damage-arson		66574759	{'latitude': '52.628800', 'street': {'id': 883375, 'name': 'On or near Deacon Street'}, 'longitude': '-1.137738'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	011ce464b64c95c063355577d71cd7960dac7caf804d21903ebc140d25f77af4
500	criminal-damage-arson		66574845	{'latitude': '52.635006', 'street': {'id': 883394, 'name': 'On or near Nightclub'}, 'longitude': '-1.127066'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	a4bef0c17dc0dc5bb5175f3c8928e1cab5655c59dffb26f811a95df8c217e5cc
501	criminal-damage-arson		66574846	{'latitude': '52.629356', 'street': {'id': 883092, 'name': 'On or near St Peters Road'}, 'longitude': '-1.110778'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	51063c8735973e64272896b418f321e13b4608005354ef9b47ef1fb3f5bcce0c
502	criminal-damage-arson		66582238	{'latitude': '52.632074', 'street': {'id': 883294, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-1.137984'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	ce03a2c6bd1c998c903d2fc3c4110476b9ad8f95382a9796e1d82b06c2456038
503	criminal-damage-arson		66581938	{'latitude': '52.630156', 'street': {'id': 883478, 'name': 'On or near Ruding Road'}, 'longitude': '-1.147463'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	956635a97c298daf940f56a37ef350026a2552385901b52e53eccb0ed284c902
504	criminal-damage-arson		66581604	{'latitude': '52.632783', 'street': {'id': 883484, 'name': 'On or near Norfolk Street'}, 'longitude': '-1.151520'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	26521beb1c4624429e521fc45ca94a0b04daaeef81030ad13e84528e5711b5a3
505	criminal-damage-arson		66581405	{'latitude': '52.635974', 'street': {'id': 883429, 'name': 'On or near Highcross Street'}, 'longitude': '-1.139045'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	7e1df4aa4b24310191224f56f86bf202da7c8d18b3e7d3298a23f5eee94b8c28
506	criminal-damage-arson		66581269	{'latitude': '52.615943', 'street': {'id': 882342, 'name': 'On or near Euston Street'}, 'longitude': '-1.132600'}		Force	2018-07	{'category': 'Unable to prosecute suspect', 'date': '2018-07'}	07952bedb80b3dc109811b381fb16a084b89483651cc36a2f1b23cfdc943b6c6
507	criminal-damage-arson		66581138	{'latitude': '52.626186', 'street': {'id': 882345, 'name': 'On or near Baysdale Road'}, 'longitude': '-1.138011'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	cd8ec252692e23a211d23c642b18bd8a30c1fee47c2e189dda7c68df808d96b5
508	criminal-damage-arson		66576393	{'latitude': '52.620842', 'street': {'id': 876361, 'name': 'On or near Counting House Road'}, 'longitude': '-1.131306'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	c1dc7061247c3c49944773e15d10e3547f36e33abef29fbc99dc4d6daca39ee2
509	criminal-damage-arson		66581134	{'latitude': '52.640575', 'street': {'id': 884307, 'name': 'On or near Craven Street'}, 'longitude': '-1.139975'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	5e5d70f8b4d1e31d49ece843c2de8db0adf772f4d6cff750ffd8485b0b094493
510	criminal-damage-arson		66576706	{'latitude': '52.637354', 'street': {'id': 883414, 'name': 'On or near Shopping Area'}, 'longitude': '-1.138383'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	b7250eba6a7a67a3a4260fbd775cd0bfbddebb0f078491d0ee400dd2875d95cf
511	criminal-damage-arson		66581073	{'latitude': '52.635309', 'street': {'id': 883485, 'name': 'On or near Noble Street'}, 'longitude': '-1.151530'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	db299821943ed78cc0aad990ae90373c21cdef8fc1d846f73e93d7039185d4c0
512	criminal-damage-arson		66581051	{'latitude': '52.631090', 'street': {'id': 883287, 'name': 'On or near Andover Street'}, 'longitude': '-1.122770'}		Force	2018-07	{'category': 'Awaiting court outcome', 'date': '2018-07'}	43a9d7d5f2b778569fe8b2f7499c9313d9b8088da928e25ac523a7d4a95c6b80
513	criminal-damage-arson		66580829	{'latitude': '52.628413', 'street': {'id': 883246, 'name': 'On or near Upper King Street'}, 'longitude': '-1.131585'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	e35cae68a7b3370fcadb1034a63bbb802986b08e187c0babde1a553aa3775a35
514	criminal-damage-arson		66576805	{'latitude': '52.630684', 'street': {'id': 883373, 'name': 'On or near Dunkirk Street'}, 'longitude': '-1.128659'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	a3c6060a032e10e0174d511d044cb7322be4f755c5b0c2c30beb5778babbedea
515	criminal-damage-arson		66576953	{'latitude': '52.631380', 'street': {'id': 883322, 'name': 'On or near Upper Brown Street'}, 'longitude': '-1.135338'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	db778cc13b75c6ea113043651a6a1493578dda3230d207cb29ad0e6b6005b801
516	criminal-damage-arson		66580627	{'latitude': '52.629169', 'street': {'id': 883381, 'name': 'On or near Carlton Street'}, 'longitude': '-1.134156'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	410846f61debb6e876edd734f03fbd3df24f64b4594143af03cb8336eb0e5629
517	criminal-damage-arson		66577135	{'latitude': '52.637024', 'street': {'id': 883408, 'name': 'On or near Supermarket'}, 'longitude': '-1.128962'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	82852bf3ad142174f51095cd6dc6bd3e9de3f995785fe95452bec35167d3a20a
518	criminal-damage-arson		66580517	{'latitude': '52.630333', 'street': {'id': 883153, 'name': 'On or near Earl Howe Street'}, 'longitude': '-1.115191'}		Force	2018-07	{'category': 'Unable to prosecute suspect', 'date': '2018-07'}	ee9f17ea3657247dfbfc1a39f8ec92d7ad23b9d4ea6e2e159751bb8699acc61a
519	criminal-damage-arson		66580251	{'latitude': '52.642557', 'street': {'id': 884348, 'name': 'On or near Junction Road'}, 'longitude': '-1.125807'}		Force	2018-07	{'category': 'Unable to prosecute suspect', 'date': '2018-07'}	c7278a06adec6e9b446ced7bd19129642f556adb917c030894dec4b6e42ca2ee
520	criminal-damage-arson		66577777	{'latitude': '52.625589', 'street': {'id': 882314, 'name': 'On or near Thirlmere Street'}, 'longitude': '-1.139973'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	f85b30fd9800ad64d949729741bb19270aa7609dd9dfa67a0671e628c541498c
521	criminal-damage-arson		66578182	{'latitude': '52.632343', 'street': {'id': 883119, 'name': 'On or near Mercury Close'}, 'longitude': '-1.117131'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	c9cb2f0e413104d2a0260708f632bffe0b5f5bb00ce567ca3838b9c871e7c5de
522	criminal-damage-arson		66577381	{'latitude': '52.636256', 'street': {'id': 883316, 'name': 'On or near Wimbledon Street'}, 'longitude': '-1.125933'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	d0ead94430bf65230ee68c1fb36a6b5c38b992bdd0026274b640ef865821bc4b
523	criminal-damage-arson		66577995	{'latitude': '52.627627', 'street': {'id': 883455, 'name': 'On or near Gaul Street'}, 'longitude': '-1.148325'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	065eccf43aa86965aa77bb2bd7e85630661a784018235a7ba47416aaa6564dbc
524	criminal-damage-arson		66580057	{'latitude': '52.640374', 'street': {'id': 884330, 'name': 'On or near Christow Street'}, 'longitude': '-1.122319'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	d7c8222eab6f95cd3980c616b55f800b38f84fe25f1d6c00894dabdd55726e4f
525	criminal-damage-arson		66578452	{'latitude': '52.635974', 'street': {'id': 883429, 'name': 'On or near Highcross Street'}, 'longitude': '-1.139045'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	290f528c8e870d50675ef04c356d2afdb51176f13e1c007a4229240c4101acb3
526	criminal-damage-arson		66578163	{'latitude': '52.628831', 'street': {'id': 883479, 'name': 'On or near Roman Street'}, 'longitude': '-1.148228'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	ea5f72852ec5f73c46c7999db0c8e4e381a431966176fc8f83d4313f10fabc79
527	criminal-damage-arson		66579760	{'latitude': '52.630327', 'street': {'id': 883337, 'name': 'On or near Oxford Street'}, 'longitude': '-1.136349'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	c933765c2ff3d23e193e2b6572a137a11209d4fcdf1e9f9e7c3f7b32b0af87b2
528	criminal-damage-arson		66578843	"{'latitude': '52.621799', 'street': {'id': 882359, 'name': ""On or near Mayor's Walk""}, 'longitude': '-1.124581'}"		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	3c770d413a77454803f47160a2872f4fccbd57ddf76fd44aba96079e5c4e2656
529	criminal-damage-arson		66579748	{'latitude': '52.641372', 'street': {'id': 884308, 'name': 'On or near Bowmars Lane'}, 'longitude': '-1.141999'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	ade4cc82414933d8a242239f36eb5f42cc6058202b98d2fc9118408e80b896f1
530	criminal-damage-arson		66579215	{'latitude': '52.628510', 'street': {'id': 883251, 'name': 'On or near Pelham Street'}, 'longitude': '-1.133711'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	63da84d9ef4476ffff75d9d3b6eca48bd195048d5efd16985eed0326d6793adf
531	criminal-damage-arson		66579243	{'latitude': '52.628738', 'street': {'id': 883490, 'name': 'On or near Mill Lane'}, 'longitude': '-1.142807'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	38a51b1f8c78ee99ad9993b12055776e4999666753ad7b2e8a7c52344b74ec3a
532	criminal-damage-arson		66579219	{'latitude': '52.633749', 'street': {'id': 883304, 'name': 'On or near Parking Area'}, 'longitude': '-1.137198'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	70586fca7db10d9edfd96f5b025d6a24c74363299eb2648be85c1d16d8b219a8
533	criminal-damage-arson		66579090	{'latitude': '52.628929', 'street': {'id': 883273, 'name': 'On or near London Road'}, 'longitude': '-1.122326'}		Force	2018-07	{'category': 'Unable to prosecute suspect', 'date': '2018-07'}	f056655b66e5e0081e689ff2b6ae9a85e5cf3d6de931ecc7bd424268bc05cb66
534	criminal-damage-arson		66579523	{'latitude': '52.636250', 'street': {'id': 883415, 'name': 'On or near Shopping Area'}, 'longitude': '-1.133691'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	1eb1229dd681a365d7d8c0dcd9c19286fb14a0ed7588c8073253243035102f87
535	criminal-damage-arson		66578929	{'latitude': '52.627744', 'street': {'id': 883202, 'name': 'On or near Mandora Lane'}, 'longitude': '-1.118922'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	cdba7d5a250e1113be5061a5bceb4eb3715b0d261e27f95648bc27d3a76f54e3
536	criminal-damage-arson		66578889	{'latitude': '52.638140', 'street': {'id': 883483, 'name': 'On or near Nugent Street'}, 'longitude': '-1.150101'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	527eb6411ca1d990775ceb9146fa48a0738ded6694db36582003f94682b494fe
537	criminal-damage-arson		66578759	{'latitude': '52.626831', 'street': {'id': 882305, 'name': 'On or near Havelock Street'}, 'longitude': '-1.137792'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	f067ad62ae408cc2ad23df373ed3d7c475a6a5a1f1ba441ec0296318784156d5
538	criminal-damage-arson		66578711	{'latitude': '52.634474', 'street': {'id': 883498, 'name': 'On or near Kate Street'}, 'longitude': '-1.149197'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	db79a83eca915d1bd92417ea7bcb2bd704d6a3fefeae995ba2565fb38ab61a72
539	criminal-damage-arson		66580219	{'latitude': '52.624661', 'street': {'id': 882419, 'name': 'On or near St James Terrace'}, 'longitude': '-1.114094'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	71b80ca11c0ceb954ecf82bd07cafce3e8b33027ac3ee6c8f00962e38bcdf3e9
540	criminal-damage-arson		66578710	{'latitude': '52.631438', 'street': {'id': 883301, 'name': 'On or near Parking Area'}, 'longitude': '-1.134658'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	51fd83d690adb82df7be38127580afac6399143bf3c9a74ab7c6e56568312e0e
541	criminal-damage-arson		66580261	{'latitude': '52.640374', 'street': {'id': 884330, 'name': 'On or near Christow Street'}, 'longitude': '-1.122319'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	4e909a1f3b8a0019724133d8b8f75ae1f7af89c6d092ebf5d8871cba168163b7
542	criminal-damage-arson		66580563	{'latitude': '52.627664', 'street': {'id': 883457, 'name': 'On or near Supermarket'}, 'longitude': '-1.149757'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	1e3f7d30b9fc1b6fa8c0e659cc51baaa94b87a1a2eab27480ac439b8f546d270
543	criminal-damage-arson		66579621	{'latitude': '52.635309', 'street': {'id': 883485, 'name': 'On or near Noble Street'}, 'longitude': '-1.151530'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	0714c402de49744f34471ae2b43de83a813e03b290d147fa79fc736276fe424b
544	criminal-damage-arson		66578635	{'latitude': '52.633145', 'street': {'id': 883365, 'name': 'On or near Granby Street'}, 'longitude': '-1.129511'}		Force	2018-07	{'category': 'Awaiting court outcome', 'date': '2018-07'}	240dae299c785f9556f1be1ece1b3d3fdd81002157cc5ae0578e91df24cdf80a
545	criminal-damage-arson		66578541	{'latitude': '52.624155', 'street': {'id': 882441, 'name': 'On or near Mayfield Road'}, 'longitude': '-1.113765'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	990972983964819d1b2e05262c11f18665e96acd4a952c2c9bc31ea17543473f
546	criminal-damage-arson		66578497	{'latitude': '52.634474', 'street': {'id': 883498, 'name': 'On or near Kate Street'}, 'longitude': '-1.149197'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	14fe4a14d9a8dad638d2c56119d2ecec88a3dae103524f308a265e9737f79b88
547	criminal-damage-arson		66580039	{'latitude': '52.631664', 'street': {'id': 883393, 'name': 'On or near Nightclub'}, 'longitude': '-1.132274'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	73c6055225f1be7da78fb914ed88acf0829730b2bd37183e8334e31e73d9f7df
548	criminal-damage-arson		66578387	{'latitude': '52.615943', 'street': {'id': 882342, 'name': 'On or near Euston Street'}, 'longitude': '-1.132600'}		Force	2018-07	{'category': 'Awaiting court outcome', 'date': '2018-07'}	b866f45c22469242aa4b5154c42c9c4c4c5949910506d4621024c920a12b2d60
549	criminal-damage-arson		66578243	{'latitude': '52.633414', 'street': {'id': 883262, 'name': 'On or near Swain Street'}, 'longitude': '-1.123359'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	2c986dfa0adfc94a5e5ccbb34ca74d717531b523058684f14e0460a0f3be4425
550	criminal-damage-arson		66580942	{'latitude': '52.629494', 'street': {'id': 883278, 'name': 'On or near De Montfort Street'}, 'longitude': '-1.123319'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	fed2ccb026a66151b2f698a6458744bf1616747791907d1e00de9e4420bb17ec
551	criminal-damage-arson		66580943	{'latitude': '52.629494', 'street': {'id': 883278, 'name': 'On or near De Montfort Street'}, 'longitude': '-1.123319'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	dcdba7ca87d85f946fe6b8279419f48e90442568b76f92a3c4729b3e5522e0a6
552	criminal-damage-arson		66581059	{'latitude': '52.628588', 'street': {'id': 883223, 'name': 'On or near Gotham Street'}, 'longitude': '-1.119910'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	4253257245f19aff68710bcfd637e9a39f8964839e19518b4887038cc72aef12
553	criminal-damage-arson		66581365	{'latitude': '52.637516', 'street': {'id': 883522, 'name': 'On or near Borlace Street'}, 'longitude': '-1.150808'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	ccf464738dc5318fc7697b742f334032283cdc3428159dc871e7bdf180dbc0f1
554	criminal-damage-arson		66581408	{'latitude': '52.643544', 'street': {'id': 884317, 'name': 'On or near Wanlip Street'}, 'longitude': '-1.125551'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	97eb5bfdc6d56e331bb63c038cee87b640f24c29948582492786f0342597d665
555	criminal-damage-arson		66581247	{'latitude': '52.638556', 'street': {'id': 883349, 'name': 'On or near Mansfield Street'}, 'longitude': '-1.133113'}		Force	2018-07	{'category': 'Under investigation', 'date': '2018-07'}	d47ffb5eb8b15fda4b3e849dc6cb4b7915a1b7aeadd32d144eb8d3d4f95a0560
556	criminal-damage-arson		66578153	{'latitude': '52.637636', 'street': {'id': 883370, 'name': 'On or near Eldon Street'}, 'longitude': '-1.127708'}		Force	2018-07	{'category': 'Investigation complete; no suspect identified', 'date': '2018-07'}	d4dd00ee170d563ec354a01265dff3fd4b6185e4a35114bad708a0a13923cdde
